"Year","WATERBODY","EMB","REGION","AREA","SITE","SAM","SNAT","SNIN","SCEN","SPIS","PGEN","PPIS","PSPE","NNAT","BNAT","PNNI","PBNI","IBI","SNATS","SNINS","SCENS","SPISS","PPISS","PGENS","PSPES","NNATS","BNATS","PNNIS","PBNIS","EMBTYPE","PRJ_CD"
2006,"Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","2","15",4,2,0,1,86.5948982522252,6.63031270827529,6.77478903949951,11,12.6439379607069,21.4285714285714,22.4474579480338,26.0874617142679,3.32,0,0,2.5,1.98909381248259,2.01076526216622,2.03243671184985,0.22,1.01151503685655,7.85714285714286,7.75525420519662,"Sheltered",NA
2006,"Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","19","16",11,2,4,5,80.1992681698211,13.0577980450198,6.74293378515917,92,56.9341569142896,14.8148148148148,7.19732920335305,54.7580431590063,9.13,0,8,10,3.91733941350594,2.97010977452684,2.02288013554775,1.84,4.55473255314317,8.51851851851852,9.2802670796647,"Sheltered",NA
2006,"Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","9","17",8,2,3,1,86.5043726415534,3.33990336490953,10.1557239935371,129,78.7446180193279,24.1176470588235,18.9168180173277,41.6265047683928,6.64,0,6,2.5,1.00197100947286,2.02434410376699,3.04671719806113,2.58,6.29956944154623,7.58823529411765,8.10831819826723,"Sheltered",NA
2006,"Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","3","18",3,1,0,1,99.5580464048586,0,0.441953595141384,29,81.6299858724768,3.33333333333333,4.37603019028944,33.2075833047723,2.49,5,0,2.5,0,0.06629303927121,0.132586078542415,0.58,6.53039886979814,9.66666666666667,9.56239698097106,"Sheltered",NA
2006,"Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","Hamilton Harbour","7","19",8,1,2,2,64.7427550188501,27.0258925238642,8.23135245728568,85,94.5297118152738,3.40909090909091,0.702281685821559,59.4154544793165,6.64,5,4,5,8.10776775715926,5.28858674717249,2.4694057371857,1.7,7.5623769452219,9.65909090909091,9.92977183141785,"Sheltered",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","113","1",4,1,1,0,18.602852601256,0,81.397147398744,12,7.12734517189749,14.2857142857143,0.984256914231914,45.0938095397793,3.32,5,2,0,0,10,10,0.24,0.570187613751799,8.57142857142857,9.90157430857681,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","126","2",2,1,0,0,90.919266093396,0,9.08073390660401,114,33.0181436206343,5,0.580502408424586,31.9179377334364,1.66,5,0,0,0,1.3621100859906,2.7242201719812,2.28,2.64145148965074,9.5,9.94194975915754,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","132","3",10,1,6,6,5.28991066205299,84.2927360907413,10.4173532472057,19,8.05585512979382,5,28.5084257729525,67.3625743702273,8.3,5,10,10,10,10,3.12520597416171,0.38,0.644468410383506,9.5,7.14915742270475,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","141","4",5,1,0,0,34.383928494757,0,65.616071505243,32,18.6593899107183,11.1111111111111,0.782452250786873,45.3961868931401,4.15,5,0,0,0,9.84241072578645,10,0.64,1.49275119285746,8.88888888888889,9.92175477492131,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","130","5",7,2,2,2,11.6767731883975,15.1412038380478,73.1820229735547,59,42.8355278422575,4.83870967741936,0.179758578276415,57.6885059574776,5.81,0,4,5,4.54236115141434,10,10,1.18,3.4268422273806,9.51612903225806,9.98202414217236,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","91","6",6,0,1,1,18.0352686772782,9.81112634430675,72.153604978415,27,28.3389890729337,0,0,59.3004154810243,4.98,10,2,2.5,2.94333790329202,10,10,0.54,2.2671191258347,10,10,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","151","7",7,1,4,2,6.53990767362742,85.3180197647771,8.14207256159548,27,9.00865859087221,10,1.16139192046547,60.3610684215472,5.81,5,8,5,10,10,2.44262176847864,0.54,0.720692687269776,9,9.88386080795345,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","185","8",4,2,1,1,70.9424592119429,10.8206468956973,18.2368938923598,10,7.46537689909918,52.3809523809524,48.7307440831175,28.7108671455879,3.32,0,2,2.5,3.24619406870919,4.35863111820856,5.47106816770794,0.2,0.597230151927934,4.76190476190476,5.12692559168825,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","86","9",9,2,1,3,43.5488603299427,12.4446251718866,44.0065144981707,42,37.3154963493878,10.6382978723404,24.6923766419536,54.0574825078147,7.47,0,2,7.5,3.73338755156598,8.46767095050859,10,0.84,2.98523970795102,8.93617021276596,7.53076233580464,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","158","10",6,0,1,1,44.9707033596987,30.8736408387859,24.1556558015153,25,15.5825899876739,0,0,59.9907188064995,4.98,10,2,2.5,9.26209225163577,8.2543944960452,7.24669674045459,0.5,1.24660719901391,10,10,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","202","11",8,1,3,3,54.9982643679049,37.3721578144288,7.62957781766631,71,53.6372401538996,6.57894736842105,17.7765300588641,61.3223319633615,6.64,5,6,7.5,10,6.75026034481427,2.28887334529989,1.42,4.29097921231197,9.3421052631579,8.22234699411359,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","145","12",5,2,3,2,36.7101883769025,33.9253058146194,29.3645058084781,20,5.94457453329278,9.09090909090909,41.5823438358289,53.8736946872706,4.15,0,6,5,10,9.49347174346462,8.80935174254343,0.4,0.475565962663422,9.09090909090909,5.84176561641711,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","122","13",6,1,2,1,70.1435687442685,3.00962171064109,26.8468095450905,9,4.54743975015599,35.7142857142857,63.1713168285594,36.8823899916429,4.98,5,4,2.5,0.902886513192327,4.47846468835974,8.05404286352715,0.18,0.363795180012479,6.42857142857143,3.68286831714406,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","167","14",2,1,0,0,95.0059459584428,0,4.99405404155719,39,25.5707197264103,2.5,9.85876374220193,27.7246413841758,1.66,5,0,0,0,0.74910810623358,1.49821621246716,0.78,2.04565757811282,9.75,9.01412362577981,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","171","15",4,1,0,0,87.9328343403316,0,12.0671656596684,45,33.0369568741241,16.6666666666667,46.9812939317566,28.116713669944,3.32,5,0,0,0,1.81007484895026,3.62014969790052,0.9,2.64295654992993,8.33333333333333,5.30187060682434,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","125","16",10,3,2,4,46.5705016499969,30.0535874693188,23.3759108806843,100,51.192703145794,8.25688073394496,24.0744179367242,62.9141460382709,8.3,0,4,10,9.01607624079564,8.01442475250047,7.01277326420529,2,4.09541625166352,9.1743119266055,7.59255820632758,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Islands","173","17",6,1,3,2,90.1361582630739,6.05849392384449,3.80534781308168,120,74.7268278665175,4,23.8249244516059,46.3767114234342,4.98,5,6,5,1.81754817715335,1.47957626053891,1.1416043439245,2.4,5.9781462293214,9.6,7.61750755483941,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","84","18",4,0,0,1,0,19.6130306297198,80.3869693702802,20,28.7433515793467,0,0,58.5485248320579,3.32,10,0,2.5,5.88390918891594,10,10,0.4,2.29946812634774,10,10,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","129","19",10,2,3,3,68.8943610943559,10.3427618825397,20.7628770231043,116,64.56193041942,1.69491525423729,4.22321639164354,56.9915261604594,8.3,0,6,7.5,3.10282856476191,4.66584583584662,6.22886310693129,2.32,5.1649544335536,9.83050847457627,9.57767836083565,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","131","20",8,2,1,3,59.1861024833538,33.63589043689,7.17800707975615,154,75.4781380200492,3.14465408805031,11.4271467535119,56.4332342807923,6.64,0,2,7.5,10,6.12208462749693,2.15340212392685,3.08,6.03825104160394,9.68553459119497,8.85728532464881,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","92","21",9,2,3,2,37.6479713669351,2.9971677626831,59.3548608703818,80,55.0476012475913,3.6144578313253,13.278605650476,57.3058694321744,7.47,0,6,5,0.89915032880493,9.35280429495974,10,1.6,4.4038080998073,9.63855421686747,8.6721394349524,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Other","157","22",5,0,2,2,0,15.020458679018,84.979541320982,13,9.75104599767848,0,0,62.4511102577452,4.15,10,4,5,4.5061376037054,10,10,0.26,0.780083679814278,10,10,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Other","208","23",4,1,0,2,0,18.6673920609952,81.3326079390048,8,9.89770038400095,86.4406779661017,14.6230420411546,45.2415105893573,3.32,5,0,5,5.60021761829856,10,10,0.16,0.791816030720076,1.35593220338983,8.53769579588454,"Exposed",NA
2006,"Toronto Islands","Toronto Islands","Toronto Islands","Tommy","114","24",8,1,3,1,44.9546228547915,11.5413069794574,43.5040701657511,140,21.7794114288883,1.40845070422535,14.9780127404036,58.8753683958788,6.64,5,6,2.5,3.46239209383722,8.25680657178128,10,2.8,1.74235291431106,9.85915492957746,8.50219872595964,"Exposed",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Trenton","3","1",7,1,4,1,0,6.59097617358779,93.4090238264122,108,14.8086681506396,0.917431192660551,0.589263833392981,60.4375607286565,5.81,5,8,2.5,1.97729285207634,10,10,2.16,1.18469345205117,9.90825688073395,9.9410736166607,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Trenton","4","2",4,2,4,1,37.6573959368849,4.3924383497678,57.9501657133473,107,7.5713042223758,2.72727272727273,38.841376600721,48.252692290353,3.32,0,8,2.5,1.31773150493034,9.35139060946726,10,2.14,0.605704337790064,9.72727272727273,6.1158623399279,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Trenton","7","3",12,2,5,3,27.0874461916748,25.9152013300473,46.9973524782779,107,16.4543172267253,6.14035087719298,24.9111040503281,68.7506911676365,10,0,10,7.5,7.77456039901419,10,10,2.14,1.31634537813802,9.3859649122807,7.50888959496719,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Trenton","18","4",11,1,5,3,7.9709934982649,22.2205894451832,69.8084170565519,153,52.576273947293,0.649350649350649,0.13730953421638,77.7123752099834,9.13,5,10,7.5,6.66617683355496,10,10,3.06,4.20610191578344,9.93506493506493,9.98626904657836,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Trenton","14","5",5,1,3,1,27.5723122738842,66.5139967564363,5.91369096967953,10,7.72486249928372,9.09090909090909,27.5723122738842,51.4325219585157,4.15,5,6,2.5,10,10,1.77410729090386,0.2,0.617988999942698,9.09090909090909,7.24276877261158,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Trenton","13","6",9,0,5,3,5.21817261553769,29.6939827104585,65.0878446740038,147,16.0566477273376,0,0,80.0933878466587,7.47,10,10,7.5,8.90819481313755,10,10,2.94,1.28453181818701,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Makatewis Is","27","7",13,1,4,4,2.84733653396637,39.3676838605766,57.784979605457,245,49.4628871440145,0.40650406504065,0.145939717926142,83.4561696302041,10,5,8,10,10,10,10,4.9,3.95703097152116,9.95934959349594,9.98540602820739,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Makatewis Is","28","8",3,1,1,0,33.9645679309556,0,66.0354320690444,3,4.49905631406173,91.1764705882353,44.7085005414734,32.9334020022825,2.49,5,2,0,0,9.90531481035666,10,0.06,0.359924505124938,0.88235294117647,5.52914994585266,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Makatewis Is","44","9",11,0,5,3,35.8959756148909,43.6879643964103,20.4160599886988,76,30.6336309975414,0,0,78.4919201219812,9.13,10,10,7.5,10,9.61560365776636,6.12481799660964,1.52,2.45069047980331,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Makatewis Is","32","10",13,1,5,3,50.0681326143768,5.913755232206,44.0181121534172,406,81.4248320277646,7.72727272727273,6.06339826740293,77.2898419456899,10,5,10,7.5,1.7741265696618,7.48978010784348,10,8.12,6.51398656222117,9.22727272727273,9.39366017325971,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Makatewis Is","36","11",4,0,3,0,0,0,100,34,1.40178975247198,0,0,54.6474028910889,3.32,10,6,0,0,10,10,0.68,0.112143180197758,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Belleville","48","12",11,1,3,3,3.56349824256245,52.4302540331217,44.0062477243158,78,35.1809071943988,27.1028037383178,9.71148920821621,71.2027666189986,9.13,5,6,7.5,10,10,10,1.56,2.8144725755519,7.28971962616822,9.02885107917838,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Belleville","47","13",12,0,5,4,5.89663017185392,15.4616193489449,78.6417504792012,341,34.4132452046617,0,0,85.6468594736876,10,10,10,10,4.63848580468347,10,10,6.82,2.75305961637294,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Belleville","65","14",5,0,1,1,0,38.4549852020075,61.5450147979925,6,2.20661542214667,0,0,62.6786629397925,4.15,10,2,2.5,10,10,10,0.12,0.176529233771734,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Belleville","59","15",12,1,5,4,24.993632153934,70.4960416517905,4.51032619427549,111,106.573982937311,4.31034482758621,1.03643422381147,78.6948532619343,10,5,10,10,10,10,1.35309785828265,2.22,8.52591863498488,9.56896551724138,9.89635657761885,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Belleville","53","16",9,0,5,2,2.81221039270012,9.78135827970525,87.4064313275946,156,11.8120831934961,0,0,72.2448855812648,7.47,10,10,5,2.93440748391158,10,10,3.12,0.944966655479688,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Big Bay","90","17",7,0,4,2,0,16.7825145859629,83.2174854140371,24,9.01170116855887,0,0,68.2233549720669,5.81,10,8,5,5.03475437578887,10,10,0.48,0.72093609348471,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Big Bay","86","18",11,1,4,3,6.96559655429838,21.5968670537592,71.4375363919424,184,27.6309833947083,17.1171171171171,20.1507971583717,71.1570430546869,9.13,5,8,7.5,6.47906011612776,10,10,3.68,2.21047867157666,8.28828828828829,7.98492028416283,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Big Bay","84","19",10,1,4,4,8.45888953319618,44.8451578725057,46.6959525942981,143,33.7946391660104,5.29801324503311,4.46705077202441,78.0791497559773,8.3,5,8,10,10,10,10,2.86,2.70357113328083,9.47019867549669,9.55329492279756,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Big Bay","73","20",5,0,3,0,0,0,100,178,10.0884562042591,0,0,58.6518877239461,4.15,10,6,0,0,10,10,3.56,0.807076496340728,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Big Bay","78","21",13,1,5,6,14.9126123604256,38.3697598579451,46.7176277816294,128,53.1653517275338,2.29007633587786,0.674093227138909,83.1971010744555,10,5,10,10,10,10,10,2.56,4.2532281382027,9.77099236641221,9.93259067728611,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Muscote Bay","105","22",6,1,3,3,18.9366818877779,67.5897643813812,13.4735537308409,29,9.62480120616404,3.33333333333333,12.8355211209462,61.1410588821068,4.98,5,6,7.5,10,10,4.04206611925227,0.58,0.769984096493123,9.66666666666667,8.71644788790538,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Muscote Bay","107","23",6,0,5,1,0,9.28829601856314,90.7117039814369,63,15.4390127926777,0,0,66.1469180263483,4.98,10,10,2.5,2.78648880556894,10,10,1.26,1.23512102341422,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Muscote Bay","101","24",6,1,4,2,20.9342210817567,53.765949935592,25.2998289826513,66,17.1244300788278,1.49253731343284,19.9771034753142,64.6481263838427,4.98,5,8,5,10,10,7.58994869479539,1.32,1.36995440630622,9.85074626865672,8.00228965246858,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Muscote Bay","98","25",8,0,5,2,0.768461216448887,37.8932274486306,61.3383113349205,210,34.0690944823461,0,0,80.5141159623524,6.64,10,10,5,10,10,10,4.2,2.72552755858769,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Muscote Bay","97","26",6,0,5,1,0,22.4108031735783,77.5891968264217,92,12.266019899569,0,0,70.0222932218536,4.98,10,10,2.5,6.72324095207349,10,10,1.84,0.98128159196552,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Telegraph Narrows","111","27",13,2,5,4,17.5499271196899,15.2771317906772,67.1729410896329,265,32.6084183475782,1.11940298507463,2.35756544905679,74.6764692378148,10,0,10,10,4.58313953720316,10,10,5.3,2.60867346780626,9.88805970149254,9.76424345509432,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Telegraph Narrows","125","28",10,0,5,3,8.94038846432583,35.3426883243923,55.7169232112819,240,52.2782655434317,0,0,86.1656920395223,8.3,10,10,7.5,10,10,10,4.8,4.18226124347454,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Telegraph Narrows","118","29",8,0,4,1,0,19.723678242434,80.276321757566,33,9.8629774086652,0,0,67.7328560594758,6.64,10,8,2.5,5.9171034727302,10,10,0.66,0.789038192693216,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Telegraph Narrows","122","30",12,0,5,3,11.1776535276878,28.8820475916982,59.940298880614,227,47.8531805885698,0,0,85.9389715678137,10,10,10,7.5,8.66461427750946,10,10,4.54,3.82825444708558,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Telegraph Narrows","121","31",12,1,5,4,13.6627341796463,35.4698006077046,50.8674652126491,244,64.5032634377752,2.00803212851406,1.9171793410127,86.0433999346085,10,5,10,10,10,10,10,4.88,5.16026107502202,9.79919678714859,9.80828206589873,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Deseronto","139","32",4,0,2,0,0,0,100,12,0.529226910000324,0,0,52.3657619570909,3.32,10,4,0,0,10,10,0.24,0.0423381528000259,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Deseronto","148","33",10,0,5,4,4.16730152494983,55.4637125434038,40.3689859316464,132,27.4206773698151,0,0,84.6669583541684,8.3,10,10,10,10,10,10,2.64,2.19365418958521,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Deseronto","145","34",3,0,2,0,17.6441536411131,0,82.355846358887,18,2.07411635038273,0,0,51.8326630073006,2.49,10,4,0,0,10,10,0.36,0.165929308030618,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Deseronto","147","35",10,0,5,3,4.18657564169053,42.6939319404223,53.1194924178872,95,17.8432790925544,0,0,81.0249657521858,8.3,10,10,7.5,10,10,10,1.9,1.42746232740435,10,10,"Sheltered",NA
2007,"Bay of Quinte","Upper BOQ","Upper","Deseronto","146","36",9,1,5,3,26.8447228103386,22.0939658000642,51.0613113895972,85,25.0779420318018,1.16279069767442,18.5980102001917,71.2075863752516,7.47,5,10,7.5,6.62818974001926,10,10,1.7,2.00623536254414,9.88372093023256,8.14019897998083,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","1","1",7,0,3,4,3.71098366304608,34.5043857462784,61.7846305906755,64,9.86154369800123,0,0,76.2535668144001,5.81,10,6,10,10,10,10,1.28,0.788923495840098,10,10,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","6","2",7,0,4,3,0,36.758892854487,63.241107145513,61,7.9589007656787,0,0,75.6061018738675,5.81,10,8,7.5,10,10,10,1.22,0.636712061254296,10,10,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","7","3",8,0,3,4,20.8612553872241,49.1114488627757,30.0272957500002,67,13.3792869433679,0,0,76.416846982245,6.64,10,6,10,10,10,9.00818872500006,1.34,1.07034295546943,10,10,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","9","4",5,1,4,2,48.4159019705419,8.02999435782413,43.554103671634,63,8.56571930468269,1.5625,48.4159019705419,53.8582094173513,4.15,5,8,5,2.40899830734724,7.73761470441872,10,1.26,0.685257544374615,9.84375,5.15840980294581,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","11","5",7,2,3,3,72.2483397608763,17.5217570386558,10.2299032004679,179,56.9788673028876,1.10497237569061,7.15587430970979,53.7367925666333,5.81,0,6,7.5,5.25652711159674,4.16274903586856,3.06897096014037,3.58,4.55830938423101,9.88950276243094,9.28441256902902,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","15","6",8,0,4,4,8.83285261816036,15.8953022710328,75.2718451108069,224,32.515221763441,0,0,78.6270985658047,6.64,10,8,10,4.76859068130984,10,10,4.48,2.60121774107528,10,10,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","8","7",8,1,2,3,41.50227004528,27.8348674241747,30.6628625305453,21,12.1405001663653,4.54545454545455,37.2649546445069,60.6128887035792,6.64,5,4,7.5,8.35046022725241,8.774659493208,9.19885875916359,0.42,0.971240013309224,9.54545454545454,6.27350453554931,"Sheltered",NA
2007,"East Lake","East Lake","East Lake","East Lake","18","8",10,0,4,5,3.1142136908123,62.4922644543876,34.3935218548001,36,13.0389243305511,0,0,80.0573763149492,8.3,10,8,10,10,10,10,0.72,1.04311394644409,10,10,"Sheltered",NA
